"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01008556",168,2.885,6.133,0.062,0.05,6.007,-0.429,-1.667,17.383,1.046,1954,0.453428863868987,2171.11,0.0579637096774194
"E01008557",114,3.517,4.926,0.027,0.037,5.58,-0.593,-0.657,23.305,0.703,1601,0.427857589006871,4002.5,0.0613496932515337
"E01008558",180,3.801,11.04,0.074,0.065,1.078,-0.274,0.783,8.42,11.205,1542,0.470817120622568,2658.62,0.0242305173542895
"E01008559",189,4.036,14.624,0.109,0.079,3.032,0.448,-0.521,6.81,27.444,1531,0.351404310907903,5279.31,0.0275590551181102
"E01008560",153,3.875,10.33,0.061,0.073,1.552,-0.165,0.35,5.859,17.689,1661,0.423239012642986,4051.22,0.0370588235294118
"E01008561",87,3.698,32.411,0.21,0.186,22.808,0.982,0.527,19.185,6.187,1605,0.442367601246106,3414.89,0.0170670037926675
"E01008562",172,3.445,7.774,0.07,0.052,3.66,-0.107,-0.354,15.557,2.856,1484,0.456199460916442,3619.51,0.0207357859531773
"E01008563",494,3.727,1.529,0.015,0.021,0.62,-0.818,-0.865,9.877,3.386,1482,0.506747638326586,2117.14,0.0276243093922652
"E01008564",76,2.762,5.71,0.045,0.041,4.389,-0.337,-0.622,17.432,8.077,1415,0.440282685512367,1415,0.0103305785123967
"E01008565",333,2.614,20.001,0.118,0.09,17.612,0.179,0.504,32.216,1.582,2398,0.384487072560467,425.93,0.0246791707798618
"E01008567",151,2.658,32.109,0.198,0.156,36.341,1.028,0.806,13.229,4.926,1423,0.412508784258609,2258.73,0.021923620933522
"E01008568",22,2.443,28.143,0.167,0.157,37.646,0.716,0.392,15.524,0.986,1475,0.506440677966102,3511.9,0.0270453008789723
"E01008569",72,2.019,32.474,0.203,0.17,41.289,0.812,0.501,20.024,1.798,1542,0.459792477302205,2855.56,0.0314637482900136
"E01008570",299,1.256,12.378,0.083,0.057,18.321,0.198,-1.347,21.237,10.62,1308,0.391437308868501,2144.26,0.0553477935676888
"E01008571",79,2.848,38.541,0.262,0.181,30.197,1.155,0.842,23.99,6.48,1862,0.445220193340494,2002.15,0.0373051224944321
"E01008572",50,3.015,46.694,0.296,0.213,37.207,1.198,1.603,12.259,19.561,1693,0.314235085646781,2319.18,0.0545124167171411
"E01008573",65,2.991,50.763,0.309,0.23,51.209,1.181,1.845,10.426,13.1,1711,0.315020455873758,10693.75,0.0654613466334164
"E01008574",317,2.304,15.436,0.102,0.084,8.532,0.039,0.856,12.982,3.921,1949,0.405849153412006,3248.33,0.0219711236660389
"E01008575",41,3.497,49.334,0.285,0.231,45.937,1.492,1.691,10.758,6.448,1322,0.375189107413011,2542.31,0.0712678169542386
"E01008576",132,2.243,32.785,0.236,0.159,29.477,0.755,0.361,28.169,6.754,2014,0.376365441906653,3098.46,0.0423280423280423
"E01008577",65,6.914,17.11,0.112,0.104,18.665,0.361,0.134,8.409,3.91,1429,0.452764170748775,335.45,0.0146520146520146
"E01008578",58,5.596,22.567,0.128,0.136,22.037,0.626,0.4,15.596,1.091,1346,0.427191679049034,2243.33,0.0272206303724928
"E01008579",127,6.577,4.479,0.035,0.043,10.756,-0.426,-0.808,4.564,2.107,1429,0.592722183344996,2646.3,0.0180360721442886
"E01008580",90,6.161,7.1,0.047,0.054,9.854,-0.321,-0.551,18.01,0.64,1350,0.475555555555556,5192.31,0.0201583873290136
"E01008581",132,5.999,8.078,0.057,0.071,8.613,-0.166,-1.273,14.559,1.439,1646,0.582017010935601,2837.93,0.0182882223847842
"E01008582",70,7.414,20.548,0.152,0.101,28.551,0.243,0.069,18.927,2.89,1393,0.424264178033022,870.62,0.0303928836174945
"E01008583",27,5.937,25.156,0.184,0.135,35.9,0.507,-0.617,18.831,3.647,1451,0.378359751895245,2015.28,0.0204918032786885
"E01008584",237,1.208,41.053,0.193,0.218,12.546,1.415,1.594,13.75,31.008,1599,0.34396497811132,6662.5,0.0479274611398963
"E01008585",476,1.277,11.756,0.075,0.058,5.38,0.112,0.574,10.396,13.561,1570,0.412738853503185,5233.33,0.0582043343653251
"E01008586",541,1.033,9.87,0.072,0.072,3.418,-0.08,0.04,10.159,8.861,1527,0.449901768172888,6362.5,0.0534449452672248
"E01008587",277,1.922,17.805,0.109,0.108,5.023,0.453,0.328,5.061,22.755,1386,0.442279942279942,6930,0.0374100719424461
"E01008588",291,1.649,20.513,0.122,0.115,7.917,0.49,0.951,5.714,13.049,1602,0.369538077403246,9423.53,0.0660736975857688
"E01008589",393,1.792,4.5,0.024,0.025,1.302,-0.566,0.444,9.525,6.342,1513,0.436880370125578,3981.58,0.0193637621023514
"E01008590",6,3.196,46.877,0.284,0.246,33.502,1.191,1.622,13.173,6.754,1444,0.446675900277008,5553.85,0.0426382411725517
"E01008591",60,2.908,47.809,0.289,0.248,35.522,1.287,1.496,11.396,10.145,1301,0.320522674865488,8673.33,0.0680368532955351
"E01008592",88,2.815,31.714,0.22,0.161,32.514,1.031,0.225,6.592,17.103,1343,0.356664184661206,5839.13,0.0514756348661634
"E01008593",81,3.759,59.349,0.413,0.308,53.739,1.523,0.375,20.561,1.597,1284,0.407320872274143,5350,0.0689381933438986
"E01008594",122,3.376,32.378,0.2,0.149,27.798,1.133,0.94,20.402,2.418,1874,0.437566702241195,4461.9,0.0347728547392036
"E01008595",74,1.952,30.437,0.2,0.162,22.224,0.891,0.831,11.242,11.92,1575,0.346666666666667,7159.09,0.0492957746478874
"E01008596",44,2.251,56.529,0.354,0.261,44.75,1.282,1.967,21.914,4.131,1416,0.439971751412429,5900,0.41952861952862
"E01008597",415,1.768,24.185,0.143,0.152,8.608,0.769,0.651,11.494,12.462,2516,0.358505564387917,2676.6,0.0556499575191164
"E01008598",189,2.47,30.873,0.17,0.163,14.598,0.747,1.241,11.621,27.671,1547,0.393665158371041,5729.63,0.259541984732824
"E01008599",26,2.756,42.704,0.275,0.229,32.948,1.34,0.535,23.754,2.089,1428,0.48249299719888,4606.45,0.157501697216565
"E01008600",14,5.394,58.244,0.381,0.266,67.041,1.444,0.797,18.857,6.102,1275,0.415686274509804,1225.96,0.0477996965098634
"E01008601",3,5.18,42.292,0.289,0.214,43.307,1.104,0.28,26.59,3.555,1614,0.487608426270136,1968.29,0.0266753415744958
"E01008602",78,5.227,42.985,0.294,0.217,43.813,1.268,0.515,16.432,6.274,1460,0.417808219178082,4562.5,0.0197817189631651
"E01008603",25,5.362,49.806,0.33,0.254,33.683,1.607,0.922,16.186,1.416,1281,0.3871975019516,3462.16,0.0255023183925811
"E01008604",32,4.917,50.844,0.313,0.278,46.23,1.692,0.411,15.647,1.635,1672,0.424641148325359,1013.33,0.0343558282208589
"E01008605",19,4.809,27.408,0.176,0.146,26.18,0.697,0.627,19.128,1.829,1154,0.415944540727903,4808.33,0.0197764402407566
"E01008606",78,4.543,46.421,0.302,0.244,45.422,1.151,0.738,22.134,2.314,1456,0.445054945054945,2971.43,0.0261854210898796
"E01008607",42,4.347,53.94,0.382,0.257,58.565,1.201,0.572,21.21,1.479,1490,0.440939597315436,5960,0.0239130434782608
"E01008608",88,4.996,48.006,0.323,0.24,52.725,1.439,0.135,20.314,1.961,1170,0.47008547008547,7312.5,0.0245398773006135
"E01008609",46,4.019,44.054,0.329,0.206,49.443,1.177,0.418,16.204,1.598,1495,0.419397993311037,5750,0.028747433264887
"E01008610",4,5.84,52.254,0.349,0.257,56.885,1.267,0.604,21.768,1.544,1397,0.468861846814603,2494.64,0.0199004975124378
"E01008611",124,6.25,6.372,0.043,0.043,4.453,-0.062,-0.065,14.508,1.14,1425,0.348070175438597,4071.43,0.0488135593220339
"E01008612",58,5.748,11.236,0.074,0.078,6.095,0.121,0.097,13.156,0.716,1489,0.409670920080591,2127.14,0.0245231607629428
"E01008613",83,6.073,41.326,0.277,0.228,36.109,1.292,0.455,13.045,4.307,1557,0.37315350032113,3312.77,0.0335700451904455
"E01008614",14,5.458,21.608,0.16,0.122,22.731,0.287,0.006,20.786,0.758,1770,0.422033898305085,2011.36,0.0146699266503667
"E01008615",102,6.087,19.423,0.128,0.11,14.621,0.462,0.488,14.797,3.407,1360,0.472058823529412,465.75,0.0187185025197985
"E01008616",178,5.186,6.498,0.044,0.046,2.136,-0.324,0.378,12.851,1.954,1509,0.441351888667992,925.77,0.0171974522292994
"E01008617",133,5.494,7.115,0.057,0.047,1.959,-0.039,0.21,8.755,0.891,1515,0.481188118811881,454.95,0.0303643724696356
"E01008618",94,4.568,7.195,0.022,0.057,1.324,-0.132,-0.369,25.405,1.493,1223,0.509403107113655,1609.21,0.0886970172684458
"E01008619",81,3.757,3.475,0.03,0.032,1.942,-0.247,-0.466,7.791,2.861,1573,0.553719008264463,434.53,0.0376756066411239
"E01008620",194,5.002,6.14,0.053,0.045,2.091,-0.085,-0.492,15.173,2.817,1434,0.499302649930265,1046.72,0.020703933747412
"E01008621",151,4.25,6.206,0.031,0.044,2.052,-0.111,-1.339,26.708,0.82,1387,0.501081470800288,3962.86,0.0542635658914729
"E01008622",100,2.678,18.305,0.111,0.123,16.12,0.295,0.047,17.915,1.443,1666,0.501200480192077,3266.67,0.0218068535825545
"E01008624",160,1.765,22.985,0.165,0.142,18.998,0.517,-0.154,19.623,0.668,1397,0.425196850393701,4506.45,0.00988002822865208
"E01008625",51,1.95,42.145,0.299,0.218,38.901,1.254,0.303,19.376,2.703,1417,0.496118560338744,5060.71,0.0238095238095238
"E01008627",76,5.136,9.967,0.057,0.056,12.138,0.175,-1.198,23.535,3.245,1249,0.509207365892714,5677.27,0.00987841945288759
"E01008628",129,6.084,41.594,0.27,0.223,46.03,1.187,0.574,12.868,0.989,1404,0.445868945868946,4529.03,0.00484429065743941
"E01008629",73,5.5,20.709,0.112,0.109,17.321,0.603,0.327,22.553,9.198,1435,0.444599303135888,202.97,0.00846859562455893
"E01008630",54,6.048,37.933,0.273,0.199,42.805,1.088,0.172,14.13,0.767,1433,0.435450104675506,3256.82,0.0124567474048443
"E01008631",63,6.026,27.907,0.177,0.152,29.6,0.824,0.365,17.722,3.11,1452,0.411157024793388,3300,0.0210597826086957
"E01008632",27,5.84,35.201,0.24,0.193,33.19,1.153,0.237,16.239,1.225,1214,0.402800658978583,3678.79,0.00889967637540456
"E01008633",36,1.507,39.23,0.297,0.202,40.95,1.07,0.205,13.672,2.028,1407,0.451314854299929,5628,0.022487702037948
"E01008634",91,1.593,42.134,0.307,0.216,41.613,1.156,0.307,17.963,2.629,1322,0.459152798789713,6957.89,0.0144157814871017
"E01008635",98,1.637,21.342,0.159,0.138,14.244,0.478,-0.118,13.088,7.606,1343,0.509307520476545,4332.26,0.016058394160584
"E01008636",208,1.121,31.04,0.21,0.171,23.148,1.393,0.024,9.567,1.775,1419,0.413671599718111,6450,0.015256588072122
"E01008637",116,1.284,26.539,0.186,0.167,22.912,0.598,-0.027,18.869,0.668,1388,0.434438040345821,6309.09,0.015130674002751
"E01008638",51,4.378,14.14,0.089,0.091,6.733,0.502,-0.196,16.738,2.032,1295,0.271814671814672,2697.92,0.0206405693950178
"E01008639",93,4.607,27.959,0.209,0.155,25.207,0.93,-0.191,16.419,0.515,2348,0.379471890971039,3216.44,0.029320987654321
"E01008640",253,4.869,23.669,0.163,0.131,13.576,0.797,0.62,11.344,2.839,2258,0.379539415411869,3893.1,0.0177125506072875
"E01008641",101,4.886,40.062,0.249,0.222,26.7,1.329,0.39,12.971,25.64,1238,0.430533117932149,6190,0.0205162144275315
"E01008642",107,4.441,11.432,0.07,0.075,8.722,0.439,-0.411,11.716,3.703,1349,0.468495181616012,1707.59,0.0257301808066759
"E01008643",17,4.016,20.112,0.143,0.125,15.701,0.661,-0.07,8.672,2.465,1443,0.431739431739432,2944.9,0.00979020979020984
"E01008644",51,4.418,35.486,0.239,0.186,30.549,1.177,0.343,21.573,1.191,1533,0.482713633398565,5677.78,0.0166333998669328
"E01008645",180,4.832,38.81,0.246,0.213,35.863,1.393,0.363,14.794,2.604,1586,0.412988650693569,1705.38,0.015130674002751
"E01008646",33,4.586,24.609,0.129,0.127,19.239,0.865,0.859,17.549,2.825,1369,0.509861212563915,1984.06,0.0227596017069701
"E01008647",374,0.586,8.727,0.063,0.071,7.205,0.141,-0.816,5.923,1.309,1480,0.493918918918919,5481.48,0.0157534246575343
"E01008648",143,1.005,21.041,0.13,0.14,9.96,0.847,-0.38,18.17,3.688,1323,0.505668934240363,2242.37,0.0231381055676066
"E01008649",133,0.946,32.712,0.243,0.175,32.343,0.63,0.531,17.519,5.75,1694,0.474025974025974,1499.12,0.0285714285714286
"E01008650",160,0.934,12.056,0.095,0.08,8.205,0.297,-0.296,3.964,2.394,1342,0.443368107302534,6710,0.0162085976039464
"E01008651",111,0.63,53.314,0.353,0.286,55.169,1.381,0.234,17.85,2.799,2108,0.477703984819734,7268.97,0.0234741784037559
"E01008652",74,4.805,46.756,0.268,0.222,38.901,1.996,0.932,14.495,7.01,1123,0.42653606411398,4159.26,0.014505893019039
"E01008653",64,4.824,39.587,0.293,0.196,33.059,1.156,0.709,15.515,1.388,1237,0.396119644300728,5890.48,0.0298507462686567
"E01008654",114,5.129,29.084,0.187,0.162,23.248,0.915,0.57,9.2,12.153,1224,0.32516339869281,8742.86,0.0243111831442464
"E01008655",9,5.279,45.934,0.301,0.228,40.542,1.737,0.368,16.668,1.474,1466,0.435879945429741,4188.57,0.0156462585034014
"E01008656",97,5.343,31.576,0.191,0.171,24.388,1.322,0.378,16.649,3.229,1374,0.451237263464338,2453.57,0.00915492957746478
"E01008657",86,5.769,10.173,0.058,0.077,8.401,0.178,-0.243,8.116,5.725,1310,0.441984732824428,5038.46,0.0183418928833455
"E01008658",5,5.19,50.328,0.315,0.246,48.276,1.206,0.314,39.843,1.676,1413,0.479122434536447,4415.62,0.0325710325710326
"E01008659",11,5.599,27.396,0.215,0.162,25.084,0.451,0.284,12.533,4.657,1480,0.475675675675676,4774.19,0.0155091031692515
"E01008660",57,5.287,26.901,0.139,0.161,11.316,0.966,0.691,7.6,23.634,1383,0.378163412870571,4939.29,0.0311173974540311
"E01008661",41,5.504,40.654,0.249,0.211,47.245,1.02,0.903,16.866,4.428,1089,0.463728191000918,3755.17,0.0105913503971756
"E01008662",54,6.117,35.868,0.251,0.204,29.171,0.999,0.518,14.026,3.413,1257,0.418456642800318,2565.31,0.0160384923817162
"E01008663",31,6.104,36.438,0.258,0.216,31.264,0.915,0.113,19.086,2.823,1403,0.506058446186743,1846.05,0.0114367405289493
"E01008664",66,2.407,48.377,0.275,0.224,40.111,1.8,1.374,16.409,5.083,1577,0.316423589093215,9276.47,0.275489534098582
"E01008665",78,2.875,47.276,0.278,0.259,32.336,1.411,1.043,21.778,5.154,1368,0.359649122807018,5700,0.0725244072524407
"E01008666",48,2.586,69.062,0.477,0.366,62.01,1.62,1.366,18.802,1.743,1538,0.377113133940182,4523.53,0.173601147776184
"E01008667",195,2.767,52.194,0.294,0.277,37.278,1.795,1.014,22.03,4.516,1644,0.416666666666667,1522.22,0.0750636132315522
"E01008668",49,2.022,42.311,0.26,0.232,37.797,1.127,0.842,18.857,7.95,1605,0.34018691588785,7642.86,0.133993399339934
"E01008669",42,4.273,60.56,0.381,0.282,66.471,1.825,0.763,14.723,2.279,1462,0.444596443228454,4873.33,0.0363108206245462
"E01008670",103,4.657,43.049,0.272,0.211,40.611,1.329,1.111,14.139,3.992,1532,0.425587467362924,4941.94,0.0210803689064558
"E01008671",124,3.173,52.381,0.303,0.304,34.4,1.327,0.942,29.867,2.018,1188,0.354377104377104,1431.33,0.0541427399507793
"E01008672",77,4.109,29.814,0.166,0.172,31.06,0.76,0.807,14.276,3.99,1340,0.442537313432836,1835.62,0.0106382978723404
"E01008673",126,1.865,8.651,0.048,0.067,3.145,0.129,-0.259,5.706,13.426,1182,0.420473773265651,6566.67,0.0258548790658882
"E01008674",100,1.416,6.031,0.033,0.056,3.398,-0.114,-0.333,12.016,4.421,1269,0.450748620961387,3253.85,0.0315955766192733
"E01008675",82,1.484,21.581,0.161,0.121,14.724,0.719,-0.091,6.797,14.422,1378,0.352685050798258,13780,0.0569219957835558
"E01008676",200,1.757,25.908,0.17,0.14,18.172,0.964,0.494,7.825,10.773,1251,0.346922462030376,9623.08,0.0410628019323671
"E01008677",126,1.311,9.475,0.068,0.07,7.54,0.101,-0.621,11.718,4.994,1319,0.43366186504928,5073.08,0.0189873417721519
"E01008678",78,2.021,27.23,0.172,0.125,13.028,0.822,1.121,9.403,21.911,1274,0.360282574568289,7962.5,0.0710900473933649
"E01008679",119,2.324,21.628,0.102,0.112,13.318,0.711,1.206,7.127,6.142,1267,0.408839779005525,2436.54,0.0506523407521106
"E01008680",98,1.877,8.342,0.058,0.066,3.558,0.117,-0.465,10.196,4.968,1402,0.501426533523538,4673.33,0.0182456140350877
"E01008681",133,2.003,7.147,0.051,0.061,2.158,-0.14,-0.083,8.127,5.249,1377,0.506899055918664,3721.62,0.0413694721825963
"E01008682",5,2.533,53.219,0.364,0.268,46.96,1.202,0.716,25.706,2.788,1201,0.465445462114904,4289.29,0.0418679549114331
"E01008683",36,2.313,26.14,0.162,0.137,18.808,0.509,0.979,7.806,19.789,1440,0.356944444444444,10285.71,0.0533980582524272
"E01008684",32,1.597,30.889,0.187,0.17,18.595,1.539,-0.656,23.222,1.889,1150,0.458260869565217,4107.14,0.0156378600823045
"E01008685",203,3.724,17.402,0.132,0.11,15.31,0.216,-0.162,16.407,1.39,1832,0.478711790393013,592.88,0.0355220667384284
"E01008686",98,4.267,21.29,0.148,0.139,29.256,0.166,-0.83,18.599,0.438,1664,0.475360576923077,924.44,0.0164222873900294
"E01008687",95,4.668,17.346,0.151,0.13,11.859,0.075,-0.722,10.846,0.901,1738,0.540851553509781,1580,0.0216754540128881
"E01008688",83,3.629,44.345,0.267,0.23,41.872,1.284,1.102,15.794,3.404,1360,0.444117647058824,1863.01,0.00846859562455893
"E01008689",59,4.085,48.174,0.299,0.262,46.025,1.413,0.715,15.228,1.402,1486,0.465679676985195,5944,0.0162443144899286
"E01008690",43,3.956,42.723,0.267,0.24,41.483,1.354,0.391,16.614,0.731,1349,0.381764269829503,7935.29,0.0125874125874126
"E01008691",38,3.438,11.892,0.055,0.072,15.261,0.002,-0.245,25.165,0.764,1207,0.422535211267606,2011.67,0.0237717908082409
"E01008692",33,3.693,34.857,0.214,0.189,38.846,1.1,0.198,20.893,4.887,1430,0.43006993006993,6809.52,0.0117044623262619
"E01008693",56,4.366,38.378,0.232,0.2,42.752,1.419,0.554,8.612,2,1299,0.410315627405697,1381.91,0.0087301587301587
"E01008694",12,4.966,32.918,0.233,0.177,41.634,1.023,0.029,6.771,2.163,1410,0.443262411347518,5875,0.027972027972028
"E01008695",38,4.998,39.653,0.262,0.213,47.246,1.142,0.336,12.355,4.082,1463,0.395762132604238,1643.82,0.0130378096479792
"E01008696",48,4.486,16.458,0.103,0.101,18.791,0.306,-0.147,16.737,1.093,1320,0.371212121212121,3300,0.0190548780487805
"E01008697",11,4.228,34.636,0.231,0.191,39.819,1.153,0.177,7.59,2.13,1366,0.498535871156662,4710.34,0.0121951219512195
"E01008698",2,5.528,38.829,0.276,0.179,48.559,1.15,0.585,13.224,1.204,1526,0.456749672346003,6104,0.0122783083219645
"E01008699",13,5.333,41.891,0.276,0.205,57.157,0.984,0.792,8.065,6.117,1366,0.437042459736457,5691.67,0.0113314447592068
"E01008700",164,3.126,32.654,0.18,0.109,34.077,0.709,1.438,25.87,23.282,1610,0.306832298136646,1504.67,0.0994431185361973
"E01008701",14,2.902,35.639,0.198,0.156,38.235,1.104,1.332,9.036,16.028,2107,0.267204556241101,10033.33,0.144341170038272
"E01008702",0,4.075,67.052,0.392,0.342,64.371,1.99,1.305,15.441,2.775,1176,0.470238095238095,1176,0.0460704607046071
"E01008703",43,3.795,43.891,0.224,0.182,31.448,2.322,1.309,13.334,14.8,2417,0.215970211005379,3898.39,0.179816513761468
"E01008704",20,2.674,31.706,0.21,0.156,22.076,1.24,0.769,5.885,11.601,1512,0.376322751322751,4581.82,0.233180927498367
"E01008705",71,2.929,37.632,0.261,0.168,32.69,0.976,1.221,14.288,11.524,1150,0.336521739130435,5750,0.20814880425155
"E01008706",48,2.749,33.886,0.19,0.137,25.721,1.154,1.873,7.471,7.882,1664,0.373197115384615,7923.81,0.220266990291262
"E01008707",80,2.511,25.292,0.163,0.099,21.763,0.537,1.263,9.538,16.953,1652,0.276634382566586,12707.69,0.33312693498452
"E01008708",33,4.606,31.071,0.189,0.143,27.89,1.176,0.961,14.711,1.941,1458,0.446502057613169,5027.59,0.0101351351351351
"E01008709",4,4.374,62.021,0.383,0.322,54.882,1.76,1.032,17.075,4.393,1352,0.394230769230769,6760,0.0162889518413598
"E01008711",47,4.502,25.715,0.155,0.138,22.681,0.564,0.768,10.042,18.011,1480,0.426351351351351,3148.94,0.0184552289815447
"E01008712",2,5.023,48.552,0.282,0.272,45.389,1.261,1.022,18.192,1.158,1694,0.422668240850059,1841.3,0.0206060606060606
"E01008713",64,5.463,6.601,0.049,0.052,5.774,-0.163,-0.189,9.814,3.208,1569,0.412364563416189,1400.89,0.0180798004987531
"E01008714",16,5.437,51.703,0.345,0.259,48.459,1.453,0.873,12.905,1.575,1526,0.453473132372215,4360,0.0311526479750779
"E01008715",38,5.605,26.157,0.166,0.147,21.076,0.723,0.83,10.397,2.566,1378,0.391872278664732,5103.7,0.0153491941673062
"E01008716",51,5.946,10.078,0.055,0.073,7.738,0.205,-0.189,14.676,0.684,1276,0.495297805642633,1192.52,0.00817843866171009
"E01008717",34,6.029,30.124,0.204,0.196,24.639,0.699,0.336,11.315,1.449,1682,0.428061831153389,4545.95,0.017125382262997
"E01008718",10,6.338,28.707,0.163,0.173,40.152,1.016,-0.36,10.21,0.578,1339,0.440627333831217,2308.62,0.0107913669064749
"E01008719",32,6.754,43.377,0.259,0.221,39.484,1.716,0.794,4.017,3.198,1179,0.434266327396098,266.14,0.00895765472312704
"E01008720",126,4.789,31.651,0.194,0.162,26.91,0.466,1.475,14.418,7.585,1368,0.451023391812866,261.57,0.00575953923686101
"E01008721",106,4.963,10.237,0.054,0.066,8.622,0.212,-0.671,22.806,2.401,1585,0.392429022082019,4953.12,0.0191358024691358
"E01008722",27,5.819,6.679,0.058,0.056,5.503,-0.193,-0.432,2.237,3.668,1461,0.456536618754278,6087.5,0.0108181203515889
"E01008723",85,5.579,6.126,0.024,0.05,1.807,-0.158,-0.514,22.916,1.338,1428,0.486694677871149,2163.64,0.0149359886201992
"E01008724",42,5.904,3.796,0.038,0.036,6,-0.217,-1.494,7.665,1.364,1131,0.392572944297082,7068.75,0.00663349917081257
"E01008725",37,6.238,9.165,0.068,0.057,9.066,0.213,-0.408,3.972,7.438,1367,0.48134601316752,5062.96,0.0113717128642502
"E01008726",47,5.975,11.761,0.064,0.072,8.888,0.525,-0.181,1.41,11.272,1469,0.418652144315861,3766.67,0.010006671114076
"E01008727",109,5.782,17.708,0.12,0.107,15.587,0.312,0.123,1.764,14.071,1494,0.429718875502008,9337.5,0.00844704353476289
"E01008728",86,5.432,10.556,0.077,0.07,5.589,0.227,-0.067,3.031,6.943,1337,0.400897531787584,7864.71,0.00550584996558845
"E01008729",3,2.258,50.634,0.308,0.245,61.697,1.418,0.889,15.518,2.687,1075,0.381395348837209,3467.74,0.00373134328358204
"E01008730",0,2.735,55.275,0.382,0.262,74.346,1.326,-0.122,14.397,4.389,1621,0.399136335595312,3523.91,0.0186634557495484
"E01008731",27,2.161,55.191,0.347,0.263,58.228,1.487,1.149,12.859,4.304,1246,0.457463884430177,4296.55,0.0148786217697729
"E01008732",69,1.668,24.223,0.181,0.133,23.317,0.731,0.202,7.589,2.295,2119,0.400188768286928,5433.33,0.0193487494100991
"E01008733",42,2.059,46.94,0.297,0.266,40.162,1.509,0.56,8.629,2.532,1667,0.381523695260948,5748.28,0.0207190737355272
"E01008734",130,2.444,11.906,0.063,0.073,10.863,0.434,0.109,9.366,3.907,1349,0.554484803558191,2211.48,0.00707213578500709
"E01008735",90,2.951,51.152,0.325,0.231,22.491,1.804,1.767,10.675,12.966,1909,0.391828182294395,4242.22,0.0901843547583457
"E01008736",21,3.469,72.638,0.489,0.366,54.069,1.889,2.071,11.779,19.027,1202,0.358569051580699,1581.58,0.0527597402597403
"E01008737",30,3.052,61.279,0.371,0.307,32.499,1.64,2.13,5.542,19.32,1325,0.37811320754717,7794.12,0.0554755043227666
"E01008738",35,3.152,61.385,0.395,0.294,41.383,1.532,2.112,7.576,8.949,1339,0.36370425690814,6086.36,0.0547112462006079
"E01008739",22,3.038,35.393,0.253,0.191,37.142,0.742,0.799,9.068,3.241,1555,0.416720257234727,5980.77,0.0397476340694006
"E01008740",247,2.616,17.935,0.088,0.116,8.506,0.491,0.803,7.696,5.508,1448,0.496546961325967,2413.33,0.0735900962861072
"E01008741",96,3.33,20.336,0.132,0.102,20.256,0.616,0.395,12.216,8.065,1467,0.409679618268575,1686.21,0.025499655410062
"E01008742",19,7.322,30.207,0.173,0.156,30.534,1.103,0.87,4.787,3.811,1653,0.384150030248034,2119.23,0.014775413711584
"E01008743",12,8.056,56.65,0.364,0.293,63.804,1.522,0.127,19.736,0.419,1635,0.47217125382263,2018.52,0.00592417061611372
"E01008744",61,8.265,41.617,0.232,0.214,35.075,1.178,1.642,13.114,1.204,1650,0.40969696969697,336.73,0.0197165742452249
"E01008745",117,8.017,15.685,0.076,0.091,14.894,0.626,0.277,13.273,1.436,1681,0.475312314098751,2211.84,0.00547112462006083
"E01008746",62,8.631,54.084,0.305,0.257,74.024,1.232,1.404,9.665,0.89,1912,0.426778242677824,529.64,0.0182592818015824
"E01008747",45,6.487,22.015,0.158,0.163,18.583,0.511,-0.737,8.093,0.495,1481,0.477380148548278,444.74,0.0127659574468085
"E01008748",26,7.236,32.38,0.174,0.198,23.402,0.9,0.757,22.675,0.471,1373,0.53823743627094,980.71,0.00446096654275097
"E01008749",147,5.649,11.712,0.072,0.065,13.468,0.15,-0.182,19.936,1.599,1342,0.538002980625931,2440,0.00492264416315047
"E01008750",77,4.924,17.47,0.095,0.113,15.424,0.514,0.17,14.921,0.526,1964,0.424134419551935,2455,0.0152151101783841
"E01008751",11,5.144,28.489,0.128,0.147,39.848,1.217,0.441,13.511,1.465,1157,0.403630077787381,2461.7,0.0250481695568401
"E01008752",69,4.326,37.205,0.238,0.2,50.741,0.905,0.544,11.822,0.556,1744,0.428899082568807,2859.02,0.0201958384332925
"E01008753",6,5.507,33.227,0.207,0.187,37.12,1.106,0.42,6.491,2.131,1211,0.44260941370768,2883.33,0.010717230008244
"E01008754",33,5.771,36.65,0.218,0.203,28.956,1.175,1.036,10.189,2.415,1461,0.450376454483231,2518.97,0.0105857445306986
"E01008755",78,4.368,40.199,0.226,0.194,55.757,0.932,1.316,7.417,6.174,1274,0.427786499215071,3033.33,0.0119581464872944
"E01008756",13,2.618,43.33,0.276,0.226,51.172,1.104,0.865,8.065,5.054,1481,0.442943956785955,5696.15,0.0647719762062128
"E01008757",55,2.674,37.49,0.241,0.188,24.322,1.235,1.221,4.662,11.009,1502,0.434087882822903,8344.44,0.107577807848444
"E01008758",154,1.717,18.857,0.115,0.111,20.234,0.436,0.398,7.893,4.592,1473,0.413441955193483,3347.73,0.0179930795847751
"E01008759",98,2.166,21.26,0.139,0.127,12.277,0.679,0.423,1.999,11.102,1485,0.447138047138047,5711.54,0.0556673373574782
"E01008760",228,1.772,11.007,0.068,0.064,7.957,0.307,0.102,1.294,11.373,1583,0.395451674036639,3368.09,0.0541806020066889
"E01008761",94,1.575,11.884,0.08,0.077,12.843,0.159,-0.042,5.28,4.112,1453,0.502408809359945,3725.64,0.0263157894736842
