"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01008762",25,2.909,55.277,0.347,0.256,61.442,1.884,0.415,12.982,9.31,1615,0.44953560371517,2070.51,0.0322793148880105
"E01008763",57,2.705,31.036,0.229,0.167,30.651,0.825,0.132,18.965,2.235,1512,0.406746031746032,3085.71,0.0385382059800664
"E01008764",62,3.214,26.459,0.168,0.157,21.742,0.687,0.668,12.779,1.041,1450,0.42551724137931,2377.05,0.0294117647058824
"E01008765",25,2.233,13.47,0.077,0.1,8.231,0.206,-0.587,21.544,0.755,1506,0.411022576361222,267.02,0.0182887001959504
"E01008766",101,2.896,20.229,0.128,0.098,23.096,0.529,-0.161,25.66,1.932,2484,0.380434782608696,2070,0.00964912280701757
"E01008767",91,2.323,23.272,0.134,0.134,27.254,0.817,-0.046,15.957,0.76,1421,0.406052076002815,1328.04,0.0221179624664879
"E01008768",86,3.868,26.441,0.136,0.149,12.147,0.782,1.405,10.816,1.586,1638,0.426129426129426,998.78,0.0167014613778705
"E01008769",42,3.464,37.099,0.261,0.217,31.384,0.925,0.649,6.923,3.311,1643,0.41631162507608,5300,0.0337798485730926
"E01008770",59,2.089,15.19,0.094,0.107,9.385,0.315,-0.491,20.489,1.115,1334,0.359820089955022,1710.26,0.00997150997150997
"E01008771",132,2.338,20.034,0.135,0.119,16.806,0.475,-0.886,26.277,0.443,1482,0.395411605937922,4780.65,0.0138067061143984
"E01008772",73,1.946,9.937,0.075,0.065,2.422,-0.053,0.365,10.044,4.77,1357,0.488577745025792,1028.03,0.013909224011713
"E01008773",82,1.417,49.884,0.322,0.253,55.163,1.676,0.17,11.172,1.897,1398,0.412017167381974,4660,0.0192582025677603
"E01008774",245,1.702,18.791,0.129,0.129,9.955,0.522,0.033,12.201,2.384,1278,0.492175273865415,5325,0.0084355828220859
"E01008775",60,2.341,7.394,0.048,0.056,3.643,0.001,-2.566,22.725,1.345,1354,0.49261447562777,1631.33,0.0220326936744847
"E01008776",1,0.77,41.511,0.303,0.216,42.018,0.897,0.844,9.105,3.281,1205,0.414107883817427,5020.83,0.0096540627514079
"E01008777",54,0.8,55.213,0.363,0.311,39.3,1.678,0.585,11.789,3.994,1388,0.563400576368876,3965.71,0.0155786350148368
"E01008778",38,1.247,25.637,0.2,0.134,31.56,0.547,0.264,7.828,2.452,1397,0.433070866141732,6350,0.0130529369108049
"E01008779",34,2.912,25.949,0.169,0.133,21.185,0.908,0.664,11.878,4.635,1456,0.461538461538462,2854.9,0.0325034578146611
"E01008780",147,2.297,33.765,0.228,0.2,21.048,1.224,0.121,17.712,1.385,1814,0.38257993384785,2925.81,0.0457142857142857
"E01008781",507,1.683,13.431,0.068,0.1,4.602,0.125,0.503,6.599,9.232,1466,0.441336971350614,3665,0.0997425997425997
"E01008782",350,0.992,8.103,0.047,0.062,2.621,0.001,-0.069,17.092,1.735,1394,0.471305595408895,3574.36,0.0418094585332419
"E01008783",237,1.722,8.973,0.058,0.077,2.687,-0.127,0.108,8.069,3.633,1386,0.487734487734488,4620,0.0326241134751774
"E01008784",106,1.971,6.242,0.03,0.049,4.741,-0.076,0.127,9.168,3.184,1564,0.465473145780051,4010.26,0.0429292929292929
"E01008785",134,1.248,10.761,0.057,0.079,5.062,0.199,-0.323,19.851,2.792,1363,0.534115920763023,4008.82,0.0215427380125087
"E01008786",40,5.311,11.757,0.08,0.074,10.7,-0.018,0.15,10.095,8.142,1531,0.485303723056826,7290.48,0.013277428371768
"E01008787",83,4.684,19.774,0.114,0.095,20.097,0.399,0.86,5.321,12.022,1622,0.355117139334155,6488,0.113357843137255
"E01008788",28,4.976,18.829,0.127,0.11,17.553,0.532,0.123,1.749,9.372,1527,0.432874918140144,8036.84,0.0317880794701987
"E01008789",78,5.133,13.561,0.076,0.083,8.255,0.452,0.181,14.098,4.268,1326,0.419306184012066,3788.57,0.0558739255014327
"E01008790",59,5.067,21.217,0.138,0.117,14.385,0.596,0.572,5.395,13.007,1439,0.371091035441279,6540.91,0.0407358738501971
"E01008791",54,4.476,38.563,0.254,0.173,33.332,1.488,0.781,12.957,11.651,2002,0.338661338661339,3451.72,0.162933930571109
"E01008792",157,5.81,15.14,0.074,0.111,3.426,0.727,0.03,12.488,1.277,1281,0.523809523809524,3371.05,0.0165662650602409
"E01008793",15,4.743,54.932,0.353,0.268,53.518,1.425,1.277,10.266,1.913,1665,0.466066066066066,3872.09,0.0129335684891241
"E01008795",28,4.268,18.582,0.101,0.097,24.517,0.684,0.015,16.253,0.894,1920,0.390104166666667,3310.34,0.0283806343906511
"E01008796",128,5.061,22.702,0.147,0.115,24.201,0.533,0.778,10.176,1.432,1636,0.367359413202934,2272.22,0.0200501253132832
"E01008797",92,4.067,11.542,0.056,0.079,6.093,0.099,-0.01,23.652,0.525,2083,0.463274123859818,1125.95,0.0375563345017527
"E01008799",99,4.345,10.036,0.073,0.06,6.276,0.059,-0.078,18.221,0.977,1688,0.379739336492891,1875.56,0.0288288288288289
"E01008800",3,5.039,48.939,0.301,0.266,54.265,1.425,0.512,13.226,1.363,1444,0.394736842105263,5553.85,0.00905292479108633
"E01008801",90,4.962,9.355,0.042,0.056,10.08,0.088,0.401,12.839,1.042,1611,0.425822470515208,2177.03,0.00876643706950531
"E01008802",27,1.094,16.993,0.123,0.1,16.994,0.325,0.1,11.697,0.924,1346,0.521545319465082,2492.59,0.0246132208157525
"E01008803",55,0.966,34.57,0.233,0.189,38.835,0.858,0.745,5.037,1.781,1534,0.429595827900913,6669.57,0.0188415910676901
"E01008804",30,1.546,32.724,0.226,0.187,33.457,0.993,0.238,10.282,1.26,1673,0.427973699940227,3890.7,0.00918554807103489
"E01008805",53,1.366,29.357,0.191,0.158,34.347,1.032,0.123,3.402,8.63,1440,0.395833333333333,8470.59,0.0175315568022441
"E01008808",107,1.959,9.203,0.06,0.061,5.389,0.042,-0.681,22.715,2.342,1413,0.390658174097665,1766.25,0.015256588072122
"E01008809",42,0.657,26.629,0.17,0.139,21.092,0.38,1.168,17.832,1.319,1543,0.458846403110823,1079.02,0.0123296560674886
"E01008810",25,2.505,39.804,0.267,0.216,45.167,1.051,0.611,8.753,1.977,1768,0.38631221719457,3335.85,0.0127118644067796
"E01008811",86,3.202,21.452,0.142,0.118,22.271,0.744,0.223,5.048,3.146,1624,0.426108374384236,3608.89,0.0102967898243489
"E01008812",20,2.253,43.622,0.311,0.223,49.802,1.214,0.317,10.851,3.053,1624,0.411945812807882,6766.67,0.0400464306442252
"E01008813",125,2.11,41.815,0.256,0.215,50.151,1.346,0.721,8.496,2.476,1602,0.443196004993758,4854.55,0.0287320424734541
"E01008814",42,3.444,24.292,0.153,0.138,35.092,0.514,0.336,5.534,2.377,1565,0.434504792332268,1647.37,0.0206052801030264
"E01008817",3,4.663,66.792,0.439,0.307,87.024,1.824,0.451,14.152,3.65,1215,0.441152263374486,5062.5,0.0103626943005182
"E01008819",24,4.743,33.999,0.225,0.176,42.748,0.877,0.672,11.32,1.813,1404,0.436609686609687,4529.03,0.0078125
"E01008820",16,4.28,38.737,0.25,0.225,46.184,1.03,-0.114,6.538,14.059,1101,0.419618528610354,1295.29,0.00867302688638338
"E01008821",18,5.213,64.75,0.395,0.298,69.66,1.758,1.245,16.852,2.25,1453,0.504473503097041,2549.12,0.0129310344827587
"E01008822",0,5.054,43.14,0.279,0.244,44.276,1.054,0.721,13.532,1.112,1560,0.405128205128205,5379.31,0.00863664404688469
"E01008823",6,1.513,47.136,0.338,0.226,56.326,1.312,0.235,13.875,1.054,1459,0.418094585332419,4291.18,0.023454157782516
"E01008824",14,1.274,50.857,0.324,0.261,56.463,1.491,0.65,9.287,0.952,1448,0.359806629834254,5171.43,0.00928998009289983
"E01008825",35,1.09,41.531,0.258,0.233,38.123,1.273,0.737,10.719,4.712,1551,0.438426821405545,3877.5,0.00848010437051538
"E01008826",117,0.843,35.447,0.247,0.191,37.263,1.075,0.309,13.735,2.326,1395,0.401433691756272,5166.67,0.0159059474412172
"E01008827",6,0.548,49.063,0.343,0.235,53.006,1.158,0.911,12.344,3.644,1205,0.387551867219917,3651.52,0.0377510040160642
"E01008828",4,0.476,48.047,0.313,0.227,61.323,1.348,0.446,19.654,2.368,1617,0.424860853432282,8085,0.0429022082018927
"E01008829",26,0.923,58.23,0.369,0.3,53.576,1.813,0.769,10.386,1.022,1362,0.385462555066079,3242.86,0.0306569343065694
"E01008830",115,2.196,23.338,0.159,0.096,16.31,0.557,1.175,10.35,11.103,1693,0.333136444181926,12092.86,0.309258043335522
"E01008831",69,2.673,29.457,0.172,0.12,19.649,0.782,1.54,17.249,14.137,2475,0.260606060606061,7279.41,0.335414808206958
"E01008832",25,2.161,24.07,0.145,0.108,24.268,0.679,0.843,3.174,17.195,1518,0.39262187088274,12650,0.243949044585987
"E01008833",62,1.94,27.141,0.175,0.148,20.151,0.623,0.792,2.756,19.813,1350,0.445925925925926,7500,0.204761904761905
"E01008834",112,2.694,34.48,0.188,0.172,9.016,0.924,1.885,12.337,23.949,1840,0.21195652173913,6133.33,0.105119825708061
"E01008835",273,2.201,21.745,0.142,0.116,9.168,0.285,1.207,7.636,9.411,1560,0.364102564102564,5379.31,0.179209183673469
"E01008836",1,3.442,70.5,0.392,0.327,63.355,2.339,2.536,11.281,5.389,1439,0.350938151494093,3889.19,0.293729372937294
"E01008837",11,5.761,49.046,0.302,0.224,51.126,1.475,1.364,14.369,1.647,1281,0.417642466822795,4132.26,0.00696594427244579
"E01008838",3,5.838,44.794,0.289,0.214,64.366,1.142,0.684,9.733,2.913,1585,0.393059936908517,7547.62,0.0138364779874214
"E01008839",1,5.248,66.767,0.395,0.312,62.882,1.641,1.961,19.382,1.187,1334,0.385307346326837,2261.02,0.0131578947368421
"E01008840",70,6.057,36.529,0.257,0.187,46.574,1.139,-0.081,12.36,3.987,1413,0.43241330502477,5233.33,0.021203830369357
"E01008841",3,5.357,67.875,0.39,0.297,80.868,1.699,1.672,18.48,1.476,1187,0.433866891322662,4239.29,0.0141078838174273
"E01008842",44,4.837,27.632,0.169,0.162,27.61,0.883,0.46,10.191,2.047,1391,0.405463695183321,5151.85,0.00276816608996544
"E01008843",102,5.178,11.033,0.054,0.073,13.453,0.049,-0.635,23.23,1.912,1278,0.446009389671362,3550,0.0234009360374415
"E01008844",115,5.008,22.139,0.157,0.125,14.823,0.559,0.553,12.382,3.97,1409,0.536550745209368,2935.42,0.00698324022346364
"E01008845",58,5.734,12.875,0.072,0.091,6.678,0.53,-0.127,9.249,2.515,1369,0.476990504017531,2281.67,0.0161630358397751
"E01008846",17,5.81,51.72,0.354,0.237,60.396,1.372,0.534,20.506,1.586,1115,0.457399103139013,5068.18,0.0363482671174978
"E01008847",5,5.985,44.716,0.287,0.209,60.524,1.394,-0.038,23.847,1.799,1366,0.466325036603221,7588.89,0.0247093023255814
"E01008848",78,4.93,16.165,0.08,0.101,14.139,0.072,0.326,24.35,1.228,1282,0.556942277691108,1363.83,0.00819061801935961
"E01008849",52,5.234,47.963,0.312,0.257,62.956,1.148,0.127,14.336,1.939,1286,0.427682737169518,7144.44,0.0222752585521082
"E01008850",229,5.613,10.092,0.053,0.055,11.11,-0.119,-1.182,31.437,0.666,2201,0.371194911403907,561.48,0.0580383052814858
"E01008851",30,5.559,30.82,0.197,0.185,29.887,1.159,-0.184,11.181,2.38,1568,0.399872448979592,4900,0.0113065326633166
"E01008852",32,5.519,12.09,0.085,0.075,15.569,0.218,-0.559,12.447,2.274,1202,0.440099833610649,5226.09,0.0160642570281124
"E01008853",7,4.622,47.459,0.299,0.228,50.246,1.531,0.939,12.255,2.533,1319,0.44579226686884,1857.75,0.0255288110867979
"E01008854",19,4.742,49.744,0.293,0.26,58.498,1.254,0.764,17.178,10.528,1539,0.355425601039636,6412.5,0.0276134122287969
"E01008855",36,4.512,22.632,0.139,0.145,18.184,0.688,-0.805,24.344,2.585,1450,0.346206896551724,164.59,0.0309555854643337
"E01008856",64,3.621,14.539,0.08,0.101,11.654,0.524,-0.998,18.449,1.701,1379,0.498187092095722,3064.44,0.0108303249097473
"E01008857",21,3.541,30.057,0.202,0.149,38.755,0.847,0.199,19.709,3.239,1373,0.450109249817917,6240.91,0.0129496402877698
"E01008858",11,3.991,51.041,0.347,0.244,53.326,1.533,0.678,12.14,2.004,1302,0.414746543778802,5425,0.00950292397660824
"E01008859",24,5.003,46.743,0.312,0.24,53.331,1.311,0.176,20.166,2.439,1361,0.426891991182954,2567.92,0.0303907380607815
"E01008860",34,3.8,39.313,0.246,0.193,50.152,1.047,1.033,7.95,2.078,1380,0.431884057971014,3538.46,0.0222381635581061
"E01008861",88,4.444,21.264,0.135,0.136,22.935,0.352,-0.468,22.584,0.875,1490,0.454362416107383,2257.58,0.0334865397242285
"E01008862",132,4.806,9.175,0.046,0.065,4.274,0.001,-0.765,26.776,0.483,1383,0.459869848156182,2609.43,0.025676613462873
"E01008863",299,3.172,8.289,0.057,0.062,7.704,-0.139,-0.487,17.485,0.485,1574,0.442185514612452,1622.68,0.0579888957433683
"E01008864",86,2.683,12.08,0.057,0.084,9.314,0.143,-1.102,27.557,1.544,1247,0.530874097834804,1756.34,0.0636152055857254
"E01008865",66,3.669,26.951,0.162,0.15,42.433,0.786,-0.298,14.783,2.919,1418,0.479548660084626,2181.54,0.0210297316896302
"E01008866",78,3.239,26.047,0.164,0.151,30.778,0.739,-0.225,20.196,1.096,1403,0.454739843193158,2598.15,0.0141843971631206
"E01008867",67,4.979,47.238,0.293,0.244,46.436,1.303,0.927,19.632,2.365,1684,0.343824228028504,4811.43,0.0252707581227437
"E01008868",120,4.616,8.881,0.06,0.052,11.508,-0.175,-0.758,23.515,2.461,1166,0.420240137221269,4318.52,0.022149302707137
"E01008869",47,4.808,18.04,0.113,0.119,15.187,0.274,0.233,15.348,1.193,1274,0.467032967032967,3747.06,0.00684410646387834
"E01008870",44,4.093,11.047,0.07,0.074,11.252,-0.111,-1.093,24.943,0.985,1423,0.416725228390724,4743.33,0.0207900207900208
"E01008871",57,4.38,27.631,0.177,0.158,32.796,0.749,-0.947,25.764,1.416,1418,0.397743300423131,6752.38,0.0129604365620737
"E01008872",166,3.931,14.46,0.084,0.086,14.822,0.326,-0.516,22.218,2.057,1621,0.416409623689081,2001.23,0.015572105619499
"E01008873",47,3.917,12.943,0.059,0.085,16.111,0.201,-0.364,20.473,4.102,1298,0.466872110939908,725.14,0.0223248652809854
"E01008874",43,4.442,35.511,0.245,0.17,43.476,0.8,0.567,23.05,2.324,1759,0.438885730528709,5674.19,0.014420410427066
"E01008875",54,4.192,21.88,0.139,0.116,28.524,0.843,-0.152,9.7,1.995,1514,0.391017173051519,2523.33,0.0127307447485678
"E01008876",91,3.042,11.534,0.063,0.064,8.924,0.519,-0.442,20.681,0.959,1524,0.496719160104987,695.89,0.0643466841759684
"E01008877",57,2.517,13.753,0.082,0.075,13.084,0.399,0.161,12.014,7.651,1632,0.439950980392157,1406.9,0.00686341798215506
"E01008878",8,3.283,26.231,0.165,0.129,36.516,0.724,-0.304,25.444,1.497,1532,0.43733681462141,6383.33,0.0221799746514575
"E01008879",37,3.883,19.443,0.128,0.11,26.699,0.5,-0.502,15.886,2.451,1403,0.399144689950107,3117.78,0.00900900900900903
"E01008880",20,4.36,23.903,0.152,0.151,23.067,0.713,-0.56,19.787,1.478,1150,0.475652173913043,4791.67,0.0112165660051768
"E01008881",59,6.661,41.179,0.232,0.191,31.443,0.605,0.733,26.689,53.329,1642,0.442143727161998,4105,0.414634146341463
"E01008882",23,5.683,59.693,0.311,0.249,49.584,1.374,0.739,40.006,57.869,1769,0.436970039570379,7076,0.497424155695478
"E01008883",13,5.858,38.636,0.23,0.145,34.866,0.648,0.208,32.284,56.12,2050,0.385853658536585,5256.41,0.488986784140969
"E01008884",1,5.315,44.315,0.273,0.167,35.441,0.474,0.113,40.686,62.306,2091,0.404112864658058,2987.14,0.581283422459893
"E01008885",20,6.278,22.921,0.102,0.073,24.28,-0.084,0.125,35.439,45.38,1373,0.423889293517844,7226.32,0.240825688073395
"E01008886",38,6.606,39.518,0.202,0.146,26.818,0.764,1.112,33.541,51.94,1616,0.442450495049505,3591.11,0.203964194373402
"E01008887",28,5.98,46.456,0.222,0.2,43.088,1.108,0.333,36.261,55.648,1614,0.433085501858736,3508.7,0.29702300405954
"E01008888",77,5.88,22.717,0.087,0.07,22.847,0.208,-0.159,34.029,51.03,1689,0.381290704558911,7677.27,0.17189384800965
"E01008889",36,5.339,42.823,0.212,0.173,35.93,0.896,0.091,35.907,64.647,1801,0.408106607440311,2169.88,0.414647887323944
"E01008890",4,5.879,31.328,0.189,0.127,22.775,0.783,0.456,29.113,35.558,1873,0.367859049652963,6041.94,0.392156862745098
"E01008891",121,5.498,24.206,0.125,0.102,22.834,0.537,-0.145,26.164,37.282,1655,0.408459214501511,5706.9,0.156410256410256
"E01008892",33,5.629,41.546,0.292,0.183,34.378,0.894,0.286,32.654,28.52,1575,0.4,11250,0.540929927963327
"E01008893",130,5.649,30.457,0.156,0.138,12.282,0.67,0.27,28.037,52.716,1822,0.364983534577388,6282.76,0.273310023310023
"E01008894",24,5.583,37.129,0.198,0.145,20.353,0.909,0.534,31.125,57.586,1474,0.4280868385346,5459.26,0.277620396600567
"E01008895",59,5.13,29.323,0.142,0.106,23.556,0.747,-0.007,30.889,50.412,1854,0.367853290183387,6621.43,0.222283205268935
"E01008896",16,6.5,54.214,0.326,0.215,55.219,1.089,-0.043,40.318,51.125,1623,0.444855206407887,8115,0.444444444444444
"E01008897",60,6.821,36.083,0.203,0.16,35.021,0.574,-0.097,33.287,46.227,1855,0.451212938005391,8065.22,0.441874258600237
"E01008898",8,6.122,47.742,0.276,0.203,47.75,0.748,0.324,37.125,50.775,1704,0.437206572769953,8520,0.495221027479092
"E01008899",0,3.248,64.848,0.401,0.295,63.866,0.952,0.398,38.162,43.62,1250,0.4304,1388.89,0.745351657235247
"E01008901",0,3.215,61.057,0.392,0.276,54.723,0.934,0.142,37.316,46.839,1762,0.411464245175936,2025.29,0.809608540925267
"E01008905",0,2.6,53.928,0.387,0.201,58.584,0.688,0.308,35.268,42.436,1729,0.431463273568537,13300,0.964726631393298
"E01008906",21,2.695,54.427,0.397,0.216,58.12,0.326,0.357,36.032,43.292,1818,0.42959295929593,16527.27,0.915168539325843
"E01008907",0,2.708,67.824,0.409,0.281,55.806,1.438,1.045,36.205,45.938,1649,0.389933292904791,9700,0.874029850746269
"E01008909",1,2.943,45.386,0.319,0.194,44.171,0.226,0.948,37.162,23.671,1755,0.449002849002849,7630.43,0.829761175750153
"E01008910",4,3.284,50.158,0.35,0.212,58.318,0.603,-0.408,40.73,29.248,1568,0.364158163265306,3200,0.856512141280353
"E01008911",85,3.218,54.359,0.36,0.234,51.938,0.091,1.124,44.153,27.012,1735,0.453025936599424,7229.17,0.860783095090118
"E01008913",35,3.361,67.372,0.478,0.311,40.822,1.699,0.262,37.925,36.701,1766,0.401472253680634,6089.66,0.774476704929102
"E01008914",22,3.794,48.135,0.299,0.199,43.465,1.222,0.638,35.221,31.315,3012,0.24800796812749,4495.52,0.664456721915285
"E01008915",1,2.588,42.113,0.266,0.162,35.219,0.467,0.035,29.251,70.444,1631,0.421213979153893,2718.33,0.641921397379913
"E01008916",0,2.633,63.81,0.397,0.237,60.855,1.168,0.236,36.25,66.56,1742,0.42939150401837,6968,0.862181580666231
"E01008917",24,6.847,20.608,0.122,0.1,24.478,0.436,-0.381,23.179,18.619,1327,0.417483044461191,3686.11,0.140074906367041
"E01008918",10,5.762,54.072,0.322,0.26,46.168,1.242,0.775,32.002,28.682,1733,0.457587997691864,4226.83,0.268250289687138
"E01008919",14,5.209,39.872,0.223,0.192,26.756,0.867,0.875,35.153,27.771,1553,0.428203477141017,2426.56,0.272035510462904
"E01008920",1,6.098,23.332,0.125,0.122,23.325,0.098,0.197,24.712,29.923,1335,0.452434456928839,3178.57,0.143988480921526
"E01008921",25,7.32,35.266,0.219,0.172,28.424,0.89,-0.041,30.888,29.76,1440,0.441666666666667,2322.58,0.138849929873773
"E01008923",3,6.904,55.858,0.341,0.232,54.649,1.689,0.664,28.854,28.201,1398,0.459227467811159,4820.69,0.172234595397179
"E01008924",102,5.132,32.098,0.164,0.124,21.062,0.87,1.105,30.576,29.455,1458,0.465706447187929,3556.1,0.133847231955151
"E01008925",50,7.257,18.733,0.081,0.095,19.009,0.263,-0.287,24.736,30.234,1247,0.459502806736167,4988,0.0837817063797079
"E01008927",5,7.39,50.533,0.304,0.221,65.743,0.899,0.298,37.11,23.84,1411,0.420978029766123,3813.51,0.173381294964029
"E01008928",7,7.007,50.213,0.33,0.22,49.159,1.2,0.418,34.388,22.296,1481,0.440918298446995,4355.88,0.187205387205387
"E01008929",18,5.467,62.762,0.363,0.282,54.637,1.698,1.095,33.312,19.957,1526,0.433813892529489,2879.25,0.18526031102096
"E01008930",122,6.115,32.371,0.209,0.137,29.547,0.675,0.994,23.691,19.571,1933,0.391101914123125,1239.1,0.205607476635514
"E01008931",4,5.924,51.975,0.313,0.254,34.343,1.131,0.795,37.828,27.145,1484,0.442722371967655,2355.56,0.285615010423905
"E01008932",45,3.241,49.568,0.322,0.201,31.131,1.223,0.544,29.942,51.987,1600,0.41,4210.53,0.267487046632124
"E01008933",77,3.665,31.465,0.207,0.125,17.458,0.559,0.619,28.454,40.601,1553,0.415969092079845,3376.09,0.474293059125964
"E01008934",21,3.965,19.228,0.125,0.093,9.167,0.364,-0.136,26.147,23.435,1422,0.451476793248945,5469.23,0.474021352313167
"E01008935",17,3.713,60.175,0.371,0.246,54.13,1.56,0.94,32.204,31.588,1734,0.42156862745098,3096.43,0.303880597014925
"E01008936",66,3.144,34.584,0.21,0.19,15.615,0.491,0.472,34.14,30.73,1619,0.457689932056825,4761.76,0.352040816326531
"E01008937",62,4.27,44.835,0.259,0.207,27.542,1.143,0.813,27.866,43.702,1454,0.415405777166437,4154.29,0.312061711079944
"E01008938",18,4.103,50.959,0.302,0.217,41.75,1.067,0.702,36.063,45.308,1637,0.434941967012828,7795.24,0.286880100439422
"E01008939",110,4.218,40.022,0.221,0.17,32.322,0.987,0.743,30.843,41.111,1586,0.417402269861286,4531.43,0.257290991574854
"E01008940",13,5.051,56.944,0.311,0.227,66.21,1.556,0.548,28.463,46.131,1518,0.449934123847167,3892.31,0.216514954486346
"E01008941",137,4.675,52.436,0.287,0.23,47.294,1.282,0.486,36.4,45.608,1552,0.44909793814433,6466.67,0.250985545335085
"E01008942",77,4.892,42.421,0.244,0.167,42.585,1.05,0.562,28.127,46.899,1620,0.400617283950617,6480,0.144465290806754
"E01008943",15,4.614,42.708,0.24,0.183,41.632,1.198,0.622,27.967,37.312,1616,0.403465346534653,3297.96,0.208504801097394
"E01008944",81,5.525,43.49,0.243,0.178,39.088,0.916,0.658,39.814,38.03,1671,0.450029922202274,3978.57,0.1497668997669
"E01008945",15,5.031,33.14,0.202,0.136,38.734,0.538,0.124,26.157,41.657,1827,0.380405035577449,6525,0.172207084468665
"E01008946",39,5.282,35.355,0.202,0.151,30.192,0.725,0.758,23.284,43.38,1527,0.439423706614276,4627.27,0.0983164983164984
"E01008947",9,5.002,28.231,0.128,0.089,29.91,0.921,0.699,20.497,43.404,1399,0.402430307362402,7363.16,0.112068965517241
"E01008948",46,5.195,21.806,0.103,0.073,33.343,0.086,0.268,22.24,40.817,1474,0.457937584803256,5669.23,0.0705962988348183
